image_number,spa_R,spa_G,spa_B,triples_R,triples_G,triples_B,ws_R,ws_G,ws_B,,,,,,,Average,spa_R,spa_G,spa_B,triples_R,triples_G,triples_B,ws_R,ws_G,ws_B
0384x2,0.195,0.504,0.192,0.736842105263158,0.736842105263158,0.736842105263158,0.395,1.477,0.364,,,,,,,,,,,,,,,,
0385x2,0.188,0.493,0.204,0.736842105263158,0.736842105263158,0.736842105263158,0.391,1.372,0.382,,,,,,,,,,,,,,,,
0386x2,0.188,0.517,0.204,0.736842105263158,0.736842105263158,0.736842105263158,0.394,1.485,0.374,,,,,,,,,,,,,,,,
0387x2,0.236,0.506,0.222,0.736842105263158,0.736842105263158,0.736842105263158,0.388,1.496,0.356,,,,,,,,,,,,,,,,
0388x2,0.205,0.518,0.237,0.736842105263158,0.736842105263158,0.736842105263158,0.393,1.498,0.409,,,,,,,,,,,,,,,,
0389x2,0.222,0.531,0.244,0.736842105263158,0.736842105263158,0.736842105263158,0.403,1.468,0.41,,,,,,,,,,,,,,,,
0390x2,0.177,0.522,0.185,0.736842105263158,0.736842105263158,0.736842105263158,0.388,1.52,0.355,,,,,,,,,,,,,,,,
0391x2,0.207,0.555,0.263,0.736842105263158,0.736842105263158,0.736842105263158,0.397,1.478,0.422,,,,,,,,,,,,,,,,
0392x2,0.217,0.5,0.248,0.736842105263158,0.736842105263158,0.736842105263158,0.399,1.377,0.427,,,,,,,,,,,,,,,,
0393x2,0.213,0.535,0.247,0.736842105263158,0.736842105263158,0.736842105263158,0.394,1.509,0.396,,,,,,,,,,,,,,,,
0394x2,0.216,0.529,0.267,0.736842105263158,0.736842105263158,0.736842105263158,0.392,1.501,0.396,,,,,,,,,,,,,,,,
0395x2,0.22,0.524,0.291,0.736842105263158,0.736842105263158,0.736842105263158,0.38,1.45,0.428,,,,,,,,,,,,,,,,
0396x2,0.234,0.521,0.276,0.736842105263158,0.736842105263158,0.736842105263158,0.4,1.496,0.385,,,,,,,,,,,,,,,,
0397x2,0.174,0.499,0.235,0.736842105263158,0.736842105263158,0.736842105263158,0.387,1.462,0.353,,,,,,,,,,,,,,,,
0398x2,0.195,0.509,0.238,0.736842105263158,0.736842105263158,0.736842105263158,0.384,1.516,0.377,,,,,,,,,,,,,,,,
0399x2,0.171,0.476,0.187,0.736842105263158,0.736842105263158,0.736842105263158,0.365,1.314,0.369,,,,,,,,,,,,,,,,
0400x2,0.202,0.535,0.238,0.736842105263158,0.736842105263158,0.736842105263158,0.39,1.481,0.408,,,,,,,,,,,,,,,,
0401x2,0.196,0.524,0.207,0.736842105263158,0.736842105263158,0.736842105263158,0.397,1.569,0.379,,,,,,,,,,,,,,,,
0402x2,0.196,0.536,0.234,0.736842105263158,0.736842105263158,0.736842105263158,0.408,1.476,0.414,,,,,,,,,,,,,,,,
0403x2,0.208,0.534,0.25,0.736842105263158,0.736842105263158,0.736842105263158,0.406,1.507,0.403,,,,,,,,,,,,,,,,
0404x2,0.217,0.544,0.246,0.736842105263158,0.736842105263158,0.736842105263158,0.396,1.505,0.382,,,,,,,,,,,,,,,,
0405x2,0.194,0.536,0.216,0.736842105263158,0.736842105263158,0.736842105263158,0.393,1.494,0.4,,,,,,,,,,,,,,,,
0406x2,0.207,0.505,0.233,0.736842105263158,0.736842105263158,0.736842105263158,0.392,1.366,0.403,,,,,,,,,,,,,,,,
0407x2,0.2,0.536,0.225,0.736842105263158,0.736842105263158,0.736842105263158,0.408,1.475,0.399,,,,,,,,,,,,,,,,
0408x2,0.255,0.543,0.29,0.736842105263158,0.736842105263158,0.736842105263158,0.402,1.547,0.43,,,,,,,,,,,,,,,,
0409x2,0.193,0.553,0.228,0.736842105263158,0.736842105263158,0.736842105263158,0.401,1.531,0.431,,,,,,,,,,,,,,,,
0410x2,0.223,0.502,0.232,0.736842105263158,0.736842105263158,0.736842105263158,0.389,1.383,0.387,,,,,,,,,,,,,,,,
0411x2,0.217,0.498,0.234,0.736842105263158,0.736842105263158,0.736842105263158,0.381,1.474,0.368,,,,,,,,,,,,,,,,
0412x2,0.185,0.542,0.188,0.736842105263158,0.736842105263158,0.736842105263158,0.39,1.477,0.398,,,,,,,,,,,,,,,,
0413x2,0.205,0.495,0.238,0.736842105263158,0.736842105263158,0.736842105263158,0.384,1.435,0.368,,,,,,,,,,,,,,,,
0414x2,0.193,0.478,0.216,0.736842105263158,0.736842105263158,0.736842105263158,0.394,1.347,0.393,,,,,,,,,,,,,,,,
0415x2,0.192,0.483,0.209,0.736842105263158,0.736842105263158,0.736842105263158,0.395,1.391,0.393,,,,,,,,,,,,,,,,
0416x2,0.218,0.545,0.267,0.736842105263158,0.736842105263158,0.736842105263158,0.399,1.488,0.401,,,,,,,,,,,,,,,,
0417x2,0.221,0.541,0.235,0.736842105263158,0.736842105263158,0.736842105263158,0.403,1.493,0.382,,,,,,,,,,,,,,,,
0418x2,0.22,0.533,0.247,0.736842105263158,0.736842105263158,0.736842105263158,0.393,1.483,0.399,,,,,,,,,,,,,,,,
0419x2,0.194,0.562,0.21,0.736842105263158,0.736842105263158,0.736842105263158,0.401,1.547,0.412,,,,,,,,,,,,,,,,
0420x2,0.198,0.516,0.219,0.736842105263158,0.736842105263158,0.736842105263158,0.39,1.397,0.437,,,,,,,,,,,,,,,,
0421x2,0.187,0.519,0.185,0.736842105263158,0.736842105263158,0.736842105263158,0.398,1.444,0.371,,,,,,,,,,,,,,,,
0422x2,0.19,0.501,0.214,0.736842105263158,0.736842105263158,0.736842105263158,0.393,1.374,0.41,,,,,,,,,,,,,,,,
0423x2,0.198,0.52,0.221,0.736842105263158,0.736842105263158,0.736842105263158,0.386,1.508,0.422,,,,,,,,,,,,,,,,
0424x2,0.21,0.545,0.243,0.736842105263158,0.736842105263158,0.736842105263158,0.393,1.507,0.403,,,,,,,,,,,,,,,,
0425x2,0.205,0.529,0.231,0.736842105263158,0.736842105263158,0.736842105263158,0.4,1.475,0.402,,,,,,,,,,,,,,,,
0426x2,0.184,0.497,0.23,0.736842105263158,0.736842105263158,0.736842105263158,0.37,1.438,0.371,,,,,,,,,,,,,,,,
0427x2,0.196,0.505,0.208,0.736842105263158,0.736842105263158,0.736842105263158,0.392,1.46,0.374,,,,,,,,,,,,,,,,
0428x2,0.215,0.528,0.242,0.736842105263158,0.736842105263158,0.736842105263158,0.403,1.499,0.382,,,,,,,,,,,,,,,,
0429x2,0.175,0.536,0.193,0.736842105263158,0.736842105263158,0.736842105263158,0.394,1.527,0.415,,,,,,,,,,,,,,,,
0430x2,0.191,0.534,0.231,0.736842105263158,0.736842105263158,0.736842105263158,0.394,1.501,0.403,,,,,,,,,,,,,,,,
0431x2,0.223,0.531,0.24,0.736842105263158,0.736842105263158,0.736842105263158,0.392,1.473,0.41,,,,,,,,,,,,,,,,
0432x2,0.224,0.534,0.261,0.736842105263158,0.736842105263158,0.736842105263158,0.397,1.451,0.408,,,,,,,,,,,,,,,,
0433x2,0.214,0.531,0.237,0.736842105263158,0.736842105263158,0.736842105263158,0.4,1.523,0.388,,,,,,,,,,,,,,,,
0434x2,0.187,0.516,0.21,0.736842105263158,0.736842105263158,0.736842105263158,0.397,1.458,0.398,,,,,,,,,,,,,,,,
0435x2,0.212,0.538,0.27,0.736842105263158,0.736842105263158,0.736842105263158,0.402,1.493,0.401,,,,,,,,,,,,,,,,
0436x2,0.202,0.542,0.223,0.736842105263158,0.736842105263158,0.736842105263158,0.395,1.481,0.4,,,,,,,,,,,,,,,,
0437x2,0.205,0.474,0.202,0.736842105263158,0.736842105263158,0.736842105263158,0.37,1.443,0.32,,,,,,,,,,,,,,,,
0438x2,0.205,0.549,0.233,0.736842105263158,0.736842105263158,0.736842105263158,0.397,1.552,0.395,,,,,,,,,,,,,,,,
0439x2,0.156,0.498,0.241,0.736842105263158,0.736842105263158,0.736842105263158,0.395,1.411,0.386,,,,,,,,,,,,,,,,
0440x2,0.235,0.53,0.285,0.736842105263158,0.736842105263158,0.736842105263158,0.413,1.5,0.427,,,,,,,,,,,,,,,,
0441x2,0.218,0.523,0.256,0.736842105263158,0.736842105263158,0.736842105263158,0.398,1.476,0.399,,,,,,,,,,,,,,,,
0442x2,0.203,0.544,0.234,0.736842105263158,0.736842105263158,0.736842105263158,0.382,1.488,0.41,,,,,,,,,,,,,,,,
0443x2,0.174,0.543,0.192,0.736842105263158,0.736842105263158,0.736842105263158,0.381,1.543,0.395,,,,,,,,,,,,,,,,
0444x2,0.196,0.547,0.229,0.736842105263158,0.736842105263158,0.736842105263158,0.405,1.506,0.416,,,,,,,,,,,,,,,,
0445x2,0.22,0.541,0.251,0.736842105263158,0.736842105263158,0.736842105263158,0.402,1.5,0.405,,,,,,,,,,,,,,,,
0446x2,0.194,0.515,0.212,0.736842105263158,0.736842105263158,0.736842105263158,0.394,1.466,0.399,,,,,,,,,,,,,,,,
0447x2,0.17,0.543,0.185,0.736842105263158,0.736842105263158,0.736842105263158,0.397,1.555,0.365,,,,,,,,,,,,,,,,
0448x2,0.197,0.552,0.242,0.736842105263158,0.736842105263158,0.736842105263158,0.4,1.571,0.406,,,,,,,,,,,,,,,,
0449x2,0.185,0.493,0.225,0.736842105263158,0.736842105263158,0.736842105263158,0.376,1.35,0.398,,,,,,,,,,,,,,,,
0450x2,0.222,0.579,0.257,0.736842105263158,0.736842105263158,0.736842105263158,0.396,1.704,0.384,,,,,,,,,,,,,,,,
0451x2,0.202,0.482,0.223,0.736842105263158,0.736842105263158,0.736842105263158,0.386,1.359,0.375,,,,,,,,,,,,,,,,
0452x2,0.207,0.54,0.233,0.736842105263158,0.736842105263158,0.736842105263158,0.396,1.517,0.392,,,,,,,,,,,,,,,,
0453x2,0.199,0.555,0.235,0.736842105263158,0.736842105263158,0.736842105263158,0.394,1.561,0.415,,,,,,,,,,,,,,,,
0454x2,0.212,0.522,0.221,0.736842105263158,0.736842105263158,0.736842105263158,0.402,1.484,0.378,,,,,,,,,,,,,,,,
0455x2,0.203,0.52,0.214,0.736842105263158,0.736842105263158,0.736842105263158,0.408,1.411,0.432,,,,,,,,,,,,,,,,
0456x2,0.205,0.528,0.244,0.736842105263158,0.736842105263158,0.736842105263158,0.395,1.486,0.401,,,,,,,,,,,,,,,,
0457x2,0.185,0.445,0.21,0.736842105263158,0.736842105263158,0.736842105263158,0.376,1.307,0.353,,,,,,,,,,,,,,,,
0458x2,0.23,0.527,0.271,0.736842105263158,0.736842105263158,0.736842105263158,0.397,1.468,0.4,,,,,,,,,,,,,,,,
0459x2,0.198,0.546,0.211,0.736842105263158,0.736842105263158,0.736842105263158,0.397,1.516,0.411,,,,,,,,,,,,,,,,
0460x2,0.126,0.56,0.104,0.736842105263158,0.736842105263158,0.736842105263158,0.416,1.635,0.385,,,,,,,,,,,,,,,,
0461x2,0.198,0.504,0.222,0.736842105263158,0.736842105263158,0.736842105263158,0.391,1.403,0.409,,,,,,,,,,,,,,,,
0462x2,0.212,0.508,0.22,0.736842105263158,0.736842105263158,0.736842105263158,0.384,1.48,0.363,,,,,,,,,,,,,,,,
0463x2,0.192,0.505,0.137,0.736842105263158,0.736842105263158,0.736842105263158,0.414,1.539,0.377,,,,,,,,,,,,,,,,
0464x2,0.21,0.505,0.24,0.736842105263158,0.736842105263158,0.736842105263158,0.389,1.494,0.373,,,,,,,,,,,,,,,,
0465x2,0.21,0.522,0.222,0.736842105263158,0.736842105263158,0.736842105263158,0.405,1.447,0.394,,,,,,,,,,,,,,,,
0466x2,0.231,0.532,0.217,0.736842105263158,0.736842105263158,0.736842105263158,0.406,1.496,0.396,,,,,,,,,,,,,,,,
0467x2,0.195,0.479,0.217,0.736842105263158,0.736842105263158,0.736842105263158,0.39,1.348,0.384,,,,,,,,,,,,,,,,
0468x2,0.231,0.517,0.285,0.736842105263158,0.736842105263158,0.736842105263158,0.394,1.454,0.402,,,,,,,,,,,,,,,,
0469x2,0.202,0.495,0.217,0.736842105263158,0.736842105263158,0.736842105263158,0.397,1.365,0.418,,,,,,,,,,,,,,,,
0470x2,0.257,0.533,0.26,0.736842105263158,0.736842105263158,0.736842105263158,0.409,1.51,0.415,,,,,,,,,,,,,,,,
0471x2,0.168,0.526,0.218,0.736842105263158,0.736842105263158,0.736842105263158,0.385,1.532,0.378,,,,,,,,,,,,,,,,
0472x2,0.202,0.542,0.214,0.736842105263158,0.736842105263158,0.736842105263158,0.398,1.504,0.404,,,,,,,,,,,,,,,,
0473x2,0.208,0.546,0.278,0.736842105263158,0.736842105263158,0.736842105263158,0.397,1.48,0.414,,,,,,,,,,,,,,,,
0474x2,0.175,0.511,0.173,0.736842105263158,0.736842105263158,0.736842105263158,0.406,1.476,0.401,,,,,,,,,,,,,,,,
0475x2,0.198,0.543,0.251,0.736842105263158,0.736842105263158,0.736842105263158,0.403,1.502,0.415,,,,,,,,,,,,,,,,
0476x2,0.208,0.531,0.241,0.736842105263158,0.736842105263158,0.736842105263158,0.398,1.533,0.387,,,,,,,,,,,,,,,,
0477x2,0.203,0.521,0.227,0.736842105263158,0.736842105263158,0.736842105263158,0.398,1.489,0.382,,,,,,,,,,,,,,,,
0478x2,0.171,0.519,0.183,0.736842105263158,0.736842105263158,0.736842105263158,0.379,1.431,0.392,,,,,,,,,,,,,,,,
0479x2,0.242,0.542,0.221,0.736842105263158,0.736842105263158,0.736842105263158,0.402,1.544,0.389,,,,,,,,,,,,,,,,
0480x2,0.188,0.538,0.202,0.736842105263158,0.736842105263158,0.736842105263158,0.398,1.505,0.404,,,,,,,,,,,,,,,,
0481x2,0.204,0.51,0.222,0.736842105263158,0.736842105263158,0.736842105263158,0.397,1.497,0.393,,,,,,,,,,,,,,,,
0482x2,0.215,0.515,0.244,0.736842105263158,0.736842105263158,0.736842105263158,0.404,1.537,0.397,,,,,,,,,,,,,,,,
0483x2,0.202,0.537,0.228,0.736842105263158,0.736842105263158,0.736842105263158,0.398,1.496,0.405,,,,,,,,,,,,,,,,
0484x2,0.241,0.51,0.28,0.736842105263158,0.736842105263158,0.736842105263158,0.392,1.49,0.392,,,,,,,,,,,,,,,,
0485x2,0.23,0.555,0.284,0.736842105263158,0.736842105263158,0.736842105263158,0.402,1.484,0.434,,,,,,,,,,,,,,,,
0486x2,0.214,0.553,0.251,0.736842105263158,0.736842105263158,0.736842105263158,0.401,1.509,0.391,,,,,,,,,,,,,,,,
0487x2,0.192,0.551,0.234,0.736842105263158,0.736842105263158,0.736842105263158,0.403,1.466,0.415,,,,,,,,,,,,,,,,
0488x2,0.195,0.504,0.225,0.736842105263158,0.736842105263158,0.736842105263158,0.388,1.361,0.393,,,,,,,,,,,,,,,,
0489x2,0.196,0.541,0.214,0.736842105263158,0.736842105263158,0.736842105263158,0.406,1.544,0.403,,,,,,,,,,,,,,,,
0490x2,0.188,0.543,0.198,0.736842105263158,0.736842105263158,0.736842105263158,0.388,1.5,0.389,,,,,,,,,,,,,,,,
0491x2,0.215,0.507,0.209,0.736842105263158,0.736842105263158,0.736842105263158,0.378,1.477,0.351,,,,,,,,,,,,,,,,
0492x2,0.179,0.503,0.196,0.736842105263158,0.736842105263158,0.736842105263158,0.377,1.429,0.361,,,,,,,,,,,,,,,,
0493x2,0.198,0.522,0.203,0.736842105263158,0.736842105263158,0.736842105263158,0.391,1.491,0.355,,,,,,,,,,,,,,,,
0494x2,0.21,0.528,0.247,0.736842105263158,0.736842105263158,0.736842105263158,0.397,1.472,0.403,,,,,,,,,,,,,,,,
0495x2,0.212,0.528,0.225,0.736842105263158,0.736842105263158,0.736842105263158,0.393,1.519,0.384,,,,,,,,,,,,,,,,
0496x2,0.206,0.532,0.229,0.736842105263158,0.736842105263158,0.736842105263158,0.397,1.473,0.411,,,,,,,,,,,,,,,,
0497x2,0.22,0.522,0.266,0.736842105263158,0.736842105263158,0.736842105263158,0.389,1.523,0.387,,,,,,,,,,,,,,,,
0498x2,0.197,0.536,0.219,0.736842105263158,0.736842105263158,0.736842105263158,0.399,1.52,0.389,,,,,,,,,,,,,,,,
0499x2,0.182,0.51,0.202,0.736842105263158,0.736842105263158,0.736842105263158,0.388,1.481,0.373,,,,,,,,,,,,,,,,
0500x2,0.214,0.568,0.228,0.736842105263158,0.736842105263158,0.736842105263158,0.408,1.706,0.349,,,,,,,,,,,,,,,,
0501x2,0.195,0.496,0.218,0.736842105263158,0.736842105263158,0.736842105263158,0.392,1.47,0.358,,,,,,,,,,,,,,,,
0502x2,0.207,0.549,0.223,0.736842105263158,0.736842105263158,0.736842105263158,0.402,1.528,0.385,,,,,,,,,,,,,,,,
0503x2,0.19,0.534,0.232,0.736842105263158,0.736842105263158,0.736842105263158,0.391,1.502,0.398,,,,,,,,,,,,,,,,
0504x2,0.237,0.541,0.297,0.736842105263158,0.736842105263158,0.736842105263158,0.379,1.449,0.396,,,,,,,,,,,,,,,,
0505x2,0.207,0.526,0.236,0.736842105263158,0.736842105263158,0.736842105263158,0.415,1.49,0.389,,,,,,,,,,,,,,,,
0506x2,0.188,0.555,0.229,0.736842105263158,0.736842105263158,0.736842105263158,0.397,1.532,0.417,,,,,,,,,,,,,,,,
0507x2,0.201,0.528,0.195,0.736842105263158,0.736842105263158,0.736842105263158,0.395,1.482,0.395,,,,,,,,,,,,,,,,
0508x2,0.175,0.484,0.237,0.736842105263158,0.736842105263158,0.736842105263158,0.379,1.379,0.358,,,,,,,,,,,,,,,,
0509x2,0.212,0.528,0.241,0.736842105263158,0.736842105263158,0.736842105263158,0.4,1.5,0.386,,,,,,,,,,,,,,,,
0510x2,0.219,0.53,0.211,0.736842105263158,0.736842105263158,0.736842105263158,0.412,1.532,0.413,,,,,,,,,,,,,,,,
0511x2,0.179,0.5,0.166,0.736842105263158,0.736842105263158,0.736842105263158,0.39,1.459,0.398,,,,,,,,,,,,,,,,
0512x2,0.194,0.511,0.215,0.736842105263158,0.736842105263158,0.736842105263158,0.391,1.489,0.367,,,,,,,,,,,,,,,,
0513x2,0.204,0.571,0.235,0.736842105263158,0.736842105263158,0.736842105263158,0.396,1.675,0.368,,,,,,,,,,,,,,,,
0514x2,0.209,0.534,0.23,0.736842105263158,0.736842105263158,0.736842105263158,0.393,1.45,0.416,,,,,,,,,,,,,,,,
0515x2,0.21,0.548,0.171,0.736842105263158,0.736842105263158,0.736842105263158,0.384,1.54,0.395,,,,,,,,,,,,,,,,
0516x2,0.212,0.542,0.22,0.736842105263158,0.736842105263158,0.736842105263158,0.395,1.599,0.391,,,,,,,,,,,,,,,,
0517x2,0.186,0.541,0.215,0.736842105263158,0.736842105263158,0.736842105263158,0.402,1.548,0.385,,,,,,,,,,,,,,,,
0518x2,0.218,0.483,0.226,0.736842105263158,0.736842105263158,0.736842105263158,0.394,1.403,0.414,,,,,,,,,,,,,,,,
0519x2,0.208,0.53,0.232,0.736842105263158,0.736842105263158,0.736842105263158,0.391,1.49,0.394,,,,,,,,,,,,,,,,
0520x2,0.199,0.54,0.227,0.736842105263158,0.736842105263158,0.736842105263158,0.403,1.512,0.417,,,,,,,,,,,,,,,,
0521x2,0.192,0.494,0.221,0.736842105263158,0.736842105263158,0.736842105263158,0.39,1.349,0.376,,,,,,,,,,,,,,,,
0522x2,0.212,0.477,0.232,0.736842105263158,0.736842105263158,0.736842105263158,0.394,1.359,0.375,,,,,,,,,,,,,,,,
0523x2,0.189,0.531,0.196,0.736842105263158,0.736842105263158,0.736842105263158,0.404,1.456,0.383,,,,,,,,,,,,,,,,
0524x2,0.206,0.552,0.25,0.736842105263158,0.736842105263158,0.736842105263158,0.397,1.539,0.416,,,,,,,,,,,,,,,,
0525x2,0.212,0.535,0.25,0.736842105263158,0.736842105263158,0.736842105263158,0.401,1.501,0.399,,,,,,,,,,,,,,,,
0526x2,0.18,0.527,0.205,0.736842105263158,0.736842105263158,0.736842105263158,0.374,1.487,0.393,,,,,,,,,,,,,,,,
0527x2,0.205,0.502,0.218,0.736842105263158,0.736842105263158,0.736842105263158,0.388,1.472,0.349,,,,,,,,,,,,,,,,
0528x2,0.206,0.541,0.219,0.736842105263158,0.736842105263158,0.736842105263158,0.411,1.537,0.399,,,,,,,,,,,,,,,,
0529x2,0.191,0.542,0.217,0.736842105263158,0.736842105263158,0.736842105263158,0.376,1.501,0.395,,,,,,,,,,,,,,,,
0530x2,0.188,0.542,0.224,0.736842105263158,0.736842105263158,0.736842105263158,0.401,1.495,0.4,,,,,,,,,,,,,,,,
0531x2,0.222,0.533,0.262,0.736842105263158,0.736842105263158,0.736842105263158,0.408,1.544,0.423,,,,,,,,,,,,,,,,
0532x2,0.2,0.483,0.228,0.736842105263158,0.736842105263158,0.736842105263158,0.381,1.346,0.383,,,,,,,,,,,,,,,,
0533x2,0.206,0.527,0.231,0.736842105263158,0.736842105263158,0.736842105263158,0.399,1.479,0.397,,,,,,,,,,,,,,,,
0534x2,0.201,0.498,0.222,0.736842105263158,0.736842105263158,0.736842105263158,0.389,1.443,0.379,,,,,,,,,,,,,,,,
0535x2,0.21,0.536,0.209,0.736842105263158,0.736842105263158,0.736842105263158,0.393,1.515,0.372,,,,,,,,,,,,,,,,
0536x2,0.201,0.534,0.229,0.736842105263158,0.736842105263158,0.736842105263158,0.404,1.47,0.407,,,,,,,,,,,,,,,,
0537x2,0.209,0.541,0.263,0.736842105263158,0.736842105263158,0.736842105263158,0.397,1.517,0.392,,,,,,,,,,,,,,,,
0538x2,0.202,0.524,0.227,0.736842105263158,0.736842105263158,0.736842105263158,0.401,1.49,0.398,,,,,,,,,,,,,,,,
0539x2,0.212,0.541,0.202,0.736842105263158,0.736842105263158,0.736842105263158,0.402,1.543,0.392,,,,,,,,,,,,,,,,
0540x2,0.264,0.5,0.322,0.736842105263158,0.736842105263158,0.736842105263158,0.4,1.451,0.397,,,,,,,,,,,,,,,,
0541x2,0.171,0.528,0.235,0.736842105263158,0.736842105263158,0.736842105263158,0.394,1.519,0.39,,,,,,,,,,,,,,,,
0542x2,0.155,0.504,0.162,0.736842105263158,0.736842105263158,0.736842105263158,0.394,1.45,0.394,,,,,,,,,,,,,,,,
0543x2,0.211,0.481,0.238,0.736842105263158,0.736842105263158,0.736842105263158,0.403,1.387,0.399,,,,,,,,,,,,,,,,
0544x2,0.202,0.534,0.205,0.736842105263158,0.736842105263158,0.736842105263158,0.403,1.496,0.396,,,,,,,,,,,,,,,,
0545x2,0.204,0.562,0.258,0.736842105263158,0.736842105263158,0.736842105263158,0.398,1.672,0.385,,,,,,,,,,,,,,,,
0546x2,0.204,0.532,0.23,0.736842105263158,0.736842105263158,0.736842105263158,0.389,1.541,0.38,,,,,,,,,,,,,,,,
0547x2,0.203,0.534,0.224,0.736842105263158,0.736842105263158,0.736842105263158,0.404,1.468,0.408,,,,,,,,,,,,,,,,
0548x2,0.201,0.509,0.204,0.736842105263158,0.736842105263158,0.736842105263158,0.4,1.546,0.37,,,,,,,,,,,,,,,,
0549x2,0.201,0.525,0.227,0.736842105263158,0.736842105263158,0.736842105263158,0.386,1.472,0.397,,,,,,,,,,,,,,,,
0550x2,0.2,0.533,0.225,0.736842105263158,0.736842105263158,0.736842105263158,0.382,1.443,0.422,,,,,,,,,,,,,,,,
0551x2,0.194,0.523,0.214,0.736842105263158,0.736842105263158,0.736842105263158,0.389,1.473,0.388,,,,,,,,,,,,,,,,
0552x2,0.204,0.53,0.239,0.736842105263158,0.736842105263158,0.736842105263158,0.395,1.479,0.392,,,,,,,,,,,,,,,,
0553x2,0.2,0.52,0.235,0.736842105263158,0.736842105263158,0.736842105263158,0.382,1.516,0.391,,,,,,,,,,,,,,,,
0554x2,0.19,0.505,0.234,0.736842105263158,0.736842105263158,0.736842105263158,0.396,1.481,0.376,,,,,,,,,,,,,,,,
0555x2,0.218,0.539,0.228,0.736842105263158,0.736842105263158,0.736842105263158,0.393,1.472,0.405,,,,,,,,,,,,,,,,
0556x2,0.191,0.518,0.22,0.736842105263158,0.736842105263158,0.736842105263158,0.38,1.497,0.373,,,,,,,,,,,,,,,,
0557x2,0.232,0.514,0.239,0.736842105263158,0.736842105263158,0.736842105263158,0.39,1.486,0.37,,,,,,,,,,,,,,,,
0558x2,0.201,0.532,0.228,0.736842105263158,0.736842105263158,0.736842105263158,0.396,1.49,0.411,,,,,,,,,,,,,,,,
0559x2,0.186,0.507,0.287,0.736842105263158,0.736842105263158,0.736842105263158,0.381,1.468,0.373,,,,,,,,,,,,,,,,
0560x2,0.173,0.514,0.17,0.736842105263158,0.736842105263158,0.736842105263158,0.38,1.453,0.378,,,,,,,,,,,,,,,,
0561x2,0.192,0.492,0.174,0.736842105263158,0.736842105263158,0.736842105263158,0.387,1.42,0.32,,,,,,,,,,,,,,,,
0562x2,0.205,0.516,0.252,0.736842105263158,0.736842105263158,0.736842105263158,0.393,1.447,0.387,,,,,,,,,,,,,,,,
0563x2,0.252,0.546,0.297,0.736842105263158,0.736842105263158,0.736842105263158,0.411,1.505,0.423,,,,,,,,,,,,,,,,
0564x2,0.206,0.554,0.231,0.736842105263158,0.736842105263158,0.736842105263158,0.402,1.556,0.39,,,,,,,,,,,,,,,,
0565x2,0.176,0.492,0.208,0.736842105263158,0.736842105263158,0.736842105263158,0.389,1.36,0.393,,,,,,,,,,,,,,,,
0566x2,0.204,0.512,0.201,0.736842105263158,0.736842105263158,0.736842105263158,0.384,1.498,0.343,,,,,,,,,,,,,,,,
0567x2,0.168,0.55,0.205,0.736842105263158,0.736842105263158,0.736842105263158,0.398,1.517,0.414,,,,,,,,,,,,,,,,
0568x2,0.21,0.532,0.222,0.736842105263158,0.736842105263158,0.736842105263158,0.396,1.557,0.36,,,,,,,,,,,,,,,,
0569x2,0.189,0.516,0.19,0.736842105263158,0.736842105263158,0.736842105263158,0.389,1.483,0.368,,,,,,,,,,,,,,,,
0570x2,0.21,0.534,0.242,0.736842105263158,0.736842105263158,0.736842105263158,0.405,1.497,0.397,,,,,,,,,,,,,,,,
0571x2,0.295,0.515,0.328,0.736842105263158,0.736842105263158,0.736842105263158,0.418,1.528,0.418,,,,,,,,,,,,,,,,
0572x2,0.235,0.537,0.274,0.736842105263158,0.736842105263158,0.736842105263158,0.383,1.472,0.438,,,,,,,,,,,,,,,,
0573x2,0.205,0.525,0.214,0.736842105263158,0.736842105263158,0.736842105263158,0.382,1.481,0.382,,,,,,,,,,,,,,,,
0574x2,0.187,0.505,0.217,0.736842105263158,0.736842105263158,0.736842105263158,0.39,1.453,0.377,,,,,,,,,,,,,,,,
0575x2,0.203,0.553,0.188,0.736842105263158,0.736842105263158,0.736842105263158,0.396,1.489,0.402,,,,,,,,,,,,,,,,
0576x2,0.215,0.527,0.25,0.736842105263158,0.736842105263158,0.736842105263158,0.385,1.497,0.375,,,,,,,,,,,,,,,,
0577x2,0.183,0.494,0.21,0.736842105263158,0.736842105263158,0.736842105263158,0.382,1.363,0.404,,,,,,,,,,,,,,,,
0578x2,0.215,0.521,0.244,0.736842105263158,0.736842105263158,0.736842105263158,0.4,1.447,0.39,,,,,,,,,,,,,,,,
0579x2,0.222,0.516,0.261,0.736842105263158,0.736842105263158,0.736842105263158,0.38,1.411,0.409,,,,,,,,,,,,,,,,
0580x2,0.193,0.527,0.23,0.736842105263158,0.736842105263158,0.736842105263158,0.385,1.502,0.379,,,,,,,,,,,,,,,,
0581x2,0.227,0.517,0.254,0.736842105263158,0.736842105263158,0.736842105263158,0.395,1.441,0.398,,,,,,,,,,,,,,,,
0582x2,0.188,0.547,0.208,0.736842105263158,0.736842105263158,0.736842105263158,0.407,1.511,0.408,,,,,,,,,,,,,,,,
0583x2,0.189,0.525,0.184,0.736842105263158,0.736842105263158,0.736842105263158,0.407,1.441,0.393,,,,,,,,,,,,,,,,
0584x2,0.217,0.543,0.232,0.736842105263158,0.736842105263158,0.736842105263158,0.405,1.478,0.41,,,,,,,,,,,,,,,,
