image_number,spa_R,spa_G,spa_B,triples_R,triples_G,triples_B,ws_R,ws_G,ws_B,,,,,Average,spa_R,spa_G,spa_B,triples_R,triples_G,triples_B,ws_R,ws_G,ws_B
0141x4,0.15,0.383,0.148,0.736842105263158,0.736842105263158,0.736842105263158,0.308,1.271,0.256,,,,,,,,,,,,,,
0142x4,0.143,0.311,0.183,0.349350300819555,0.736842105263158,0.736842105263158,0.26,0.882,0.183,,,,,,,,,,,,,,
0143x4,0.149,0.417,0.151,0.736842105263158,0.736842105263158,0.736842105263158,0.354,1.423,0.265,,,,,,,,,,,,,,
0144x4,0.353,0.525,0.424,0.736842105263158,0.736842105263158,0.736842105263158,0.353,1.486,0.282,,,,,,,,,,,,,,
0145x4,,0.097,0.153,0.299768797319417,0.736842105263158,0.736842105263158,0.182,0.521,0.136,,,,,,,,,,,,,,
0146x4,0.1,0.282,0.116,0.736842105263158,0.736842105263158,0.736842105263158,0.252,0.94,0.214,,,,,,,,,,,,,,
0147x4,0.132,0.34,0.122,0.736842105263158,0.736842105263158,0.736842105263158,0.342,1.146,0.249,,,,,,,,,,,,,,
0148x4,0.088,0.239,0.123,0.736842105263158,0.736842105263158,0.736842105263158,0.278,0.886,0.189,,,,,,,,,,,,,,
0149x4,0.156,0.352,0.14,0.736842105263158,0.736842105263158,0.736842105263158,0.297,1.059,0.237,,,,,,,,,,,,,,
0150x4,0.13,0.284,0.072,0.736842105263158,0.736842105263158,0.736842105263158,0.325,0.973,0.176,,,,,,,,,,,,,,
0151x4,0.152,0.434,0.16,0.736842105263158,0.736842105263158,0.736842105263158,0.347,1.519,0.229,,,,,,,,,,,,,,
0152x4,0.165,0.367,0.139,0.736842105263158,0.736842105263158,0.736842105263158,0.349,1.293,0.246,,,,,,,,,,,,,,
0153x4,0.15,0.352,0.078,0.736842105263158,0.736842105263158,0.736842105263158,0.333,1.141,0.253,,,,,,,,,,,,,,
0154x4,0.17,0.334,0.146,0.736842105263158,0.736842105263158,0.736842105263158,0.304,1.108,0.204,,,,,,,,,,,,,,
0155x4,0.1,0.294,,0.736842105263158,0.736842105263158,0.736842105263158,0.288,1.06,0.246,,,,,,,,,,,,,,
0156x4,0.091,0.287,,0.736842105263158,0.736842105263158,0.736842105263158,0.322,1.156,0.225,,,,,,,,,,,,,,
0157x4,0.151,0.368,0.152,0.736842105263158,0.736842105263158,0.736842105263158,0.342,1.279,0.236,,,,,,,,,,,,,,
0158x4,0.084,0.266,0.06,0.736842105263158,0.736842105263158,0.736842105263158,0.262,0.971,0.211,,,,,,,,,,,,,,
0159x4,0.094,0.35,0.081,0.736842105263158,0.736842105263158,0.736842105263158,0.315,1.214,0.228,,,,,,,,,,,,,,
0160x4,0.076,0.354,0.067,0.736842105263158,0.736842105263158,0.736842105263158,0.32,1.197,0.16,,,,,,,,,,,,,,
0161x4,0.082,0.286,0.182,0.736842105263158,0.736842105263158,0.736842105263158,0.255,1.02,0.199,,,,,,,,,,,,,,
0162x4,0.176,0.357,0.167,0.736842105263158,0.736842105263158,0.736842105263158,0.326,1.132,0.249,,,,,,,,,,,,,,
0163x4,0.121,0.276,0.106,0.736842105263158,0.736842105263158,0.736842105263158,0.287,0.934,0.193,,,,,,,,,,,,,,
0164x4,0.153,0.387,0.134,0.736842105263158,0.736842105263158,0.736842105263158,0.318,1.295,0.223,,,,,,,,,,,,,,
